,Dataset,Story,Reid,Thomas,Elahe,Agreement,Gold,Label,Narrative Clause
train,Lyn,47,Evaluation,Orientation,Orientation,2,Orientation,Orientation,Luckily he is the type of bike tourist that loves to ride all day so he can rack up some impressive mileage totals.
train,Lyn,47,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"The regular posters in the Bike Forums Touring Sub-Forum would cringe at Frank's bike as it doesn't meet the belt and suspenders totally overbuilt touring bike specification that is considered essential,"
train,Lyn,47,Orientation,Orientation,Orientation,3,Orientation,Orientation,but Frank has put thousands of KMs of touring on this rig
train,Lyn,47,Orientation,Orientation,Orientation,3,Orientation,Orientation,and it keeps on trucking.
train,Lyn,47,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,To be honest his approach to touring has made me rethink what I carry and how heavy duty my touring bike really needs to be.
train,Lyn,47,Orientation,Orientation,Orientation,3,Orientation,Orientation,Our visit was brief as Frank had many things on his To Do List
train,Lyn,47,Evaluation,Evaluation,Orientation,2,Evaluation,Evaluation,and didn't want to miss a day of riding.
train,Lyn,47,Evaluation,Evaluation,Orientation,2,Evaluation,Evaluation,This 63 year old is pretty hardcore!
train,Lyn,47,Action,Action,Action,3,Action,Action,After the obligatory trip to MEC and a hearty all-you-can-eat feast I wrenched on Frank's bike
train,Lyn,47,Action,Action,Action,3,Action,Action,while he worked on his laptop
train,Lyn,47,Action,Action,Action,3,Action,Action,and got his laundry done.
train,Lyn,47,Action,Action,Action,3,Action,Action,He was up this morning at 6am taking care of a few last minute tasks
train,Lyn,47,Action,Action,Action,3,Action,Action,and was off like a rocket towards Saskatchewan with hopes of tailwinds and even bigger mileage days.
train,Lyn,47,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,Safe travels Frank....
train,Lyn,47,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,=-)
train,Lyn,47,Not Story,Not Story,Evaluation,2,Not Story,Not Story,The Lazy Randonneur - www.thelazyrando.com
train,Lyn,48,Orientation,Orientation,Orientation,3,Orientation,Orientation,"I was down on campus today gearing up at Moe's,"
train,Lyn,48,Action,Action,Action,3,Action,Action,and drove down State St. on my way home.
train,Lyn,48,Action,Action,Action,3,Action,Action,"While stopped at the light on Hill and State, I saw Sam McGuffie."
train,Lyn,48,Evaluation,Orientation,Stative- Local Context,1,Stative- Local Context,Orientation,"This normally wouldn't be anything of note, except (a) dude is jacked- for a 'little' guy, he's got some pipes; and (b) dude rolls in a pimped out version of the Scooter Store."
train,Lyn,48,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"Seriously, I think that's enough to make him a Michigan legend already."
train,Lyn,48,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"I mean, we've all seen Van Wilder."
train,Lyn,48,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"Dude was the man at Coolidge College,"
train,Lyn,48,Evaluation,Orientation,Action,1,Action,Action,and rolled to class in a golf cart.
train,Lyn,48,Evaluation,Orientation,Evaluation,2,Evaluation,Evaluation,"Golf carts are OK,"
train,Lyn,48,Evaluation,Orientation,Evaluation,2,Evaluation,Evaluation,but McGuff is dangerous.
train,Lyn,48,Orientation,Orientation,Orientation,3,Orientation,Orientation,"No, Michigan's Van Wilder rolls on a scooter."
train,Lyn,48,Evaluation,Evaluation,Orientation,2,Evaluation,Evaluation,"Plus, you totally know that McGuff has a Napoleon Dynamite-esque ramp where he's pulling sweet wheelies with that thing."
train,Lyn,48,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"Hell, when he's bored he probably heads the wrong way down South U and leaps on-coming traffic."
train,Lyn,48,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"Sure, it's no Corvette (cough, Cheaty McSweatervest, cough)"
train,Lyn,48,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,but it's nice to see a frosh rolling in style.
test,Lyn,49,Not Story,Orientation,Orientation,2,Orientation,Orientation,"Jump to the full entry travel map Tela, Honduras"
test,Lyn,49,Orientation,Orientation,Orientation,3,Orientation,Orientation,Scott Were still alive!
test,Lyn,49,Evaluation,Evaluation,Orientation,2,Evaluation,Evaluation,"We«ve not been bitten by a coral snake (althoughwe have seen one),"
test,Lyn,49,Evaluation,Evaluation,Orientation,2,Evaluation,Evaluation,"been swept into the warm, clear blue carribean sea yet"
test,Lyn,49,Evaluation,Evaluation,Orientation,2,Evaluation,Evaluation,and a hurricane isnt yet on its way.
test,Lyn,49,Orientation,Evaluation,Orientation,2,Orientation,Orientation,No we just havnt worte the blog in a while because we«ve been busy seeing the sights of honduras bacuse were on the move already.
test,Lyn,49,Orientation,Action,Orientation,2,Orientation,Orientation,But first the iguana station.
test,Lyn,49,Action,Action,Action,3,Action,Action,So Claire made me that birthday cake
test,Lyn,49,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,and it was delicious.
test,Lyn,49,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,It wasnt the secret she mentioned it would be as i read the blog the day before
test,Lyn,49,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,but she doesnt know that yet (unless she reads this).
test,Lyn,49,Action,Action,Action,3,Action,Action,The guys made it for me whilst i was out swimming in some freshwater caves.
test,Lyn,49,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,Dont worry i didnt dive under them or anything just bobbed about.
test,Lyn,49,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,they were cool bacuse they were tiny and real secluse so it felt like we were the first to find them.
test,Lyn,49,Evaluation,Stative - Implied Action,Evaluation,2,Evaluation,Evaluation,I think we had a disguistingly bland rissoto we made ourselves for dinner that night.
test,Lyn,49,Action,Action,Orientation,2,Action,Action,I woke up the morning of my birthday to the iguana station being decorated in birthday balloons.
test,Lyn,49,Action,Action,Stative- Local Context,2,Action,Action,"We had our morning meeting to decide the tasks for the week,"
test,Lyn,49,Action,Action,Action,3,Action,Action,then we had the cake for breakfast (presumably Claires idea).
test,Lyn,49,Stative- Local Context,Action,Action,2,Action,Action,Claire and Han decorated the cake in opal fruits to spell 22.
test,Lyn,49,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,Nice idea but they didnt really go with the toffee icing the cake had on top.
test,Lyn,49,Stative- Local Context,Action,Stative- Local Context,2,Stative- Local Context,Orientation,It was all hands on deck after that as some top govermental person was visiting the station in the afternoon.
test,Lyn,49,Action,Action,Action,3,Action,Action,I cleaned the toilets ready
test,Lyn,49,Action,Action,Action,3,Action,Action,and we generally spruced the place up.
test,Lyn,49,Action,Action,Action,3,Action,Action,We met her for all of 10 seconds
test,Lyn,49,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,but she seemed impressed in those few seconds anyway.
test,Lyn,49,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,I hope she used the toilet.
test,Lyn,49,Action,Stative - Implied Action,Action,2,Action,Action,So after a hard days work we treated oursleves to dinner out
test,Lyn,49,Action,Action,Action,3,Action,Action,the headed to the beach for the party it had on it that night for carnival.
test,Lyn,49,Action,Action,Action,3,Action,Action,We sank a few g&t«s by the bonfire to finish off what would have been my hottest birthday to date.
test,Lyn,49,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,The rest of last week is already a bit sketchy in my memory so i«ll just give you the highlights.
test,Lyn,49,Action,Stative - Implied Action,Action,2,Action,Action,On tuesday I got very muddy and very bitten clambering through the mangroves to collect crabs to the iguans to eat.
test,Lyn,49,Stative- Local Context,Action,Action,2,Action,Action,"I went in my walking boots, which provided little protection as i consistently kept sinking knee deep in the mud."
test,Lyn,49,Evaluation,Stative - Consequence,Evaluation,2,Evaluation,Evaluation,I decieded I hadn«t had enough of the mangroves
test,Lyn,49,Action,Action,Action,3,Action,Action,so went to a different location on the island to do what is know in the business as a «transect«.
test,Lyn,49,Action,Action,Stative- Local Context,2,Action,Action,This involved walking through the mangroves along a certain path trying to spot the swamper iguana.
test,Lyn,49,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"I didn«t actually find any myself,"
test,Lyn,49,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,thats not to say i was of no use that day
test,Lyn,49,Action,Evaluation,Action,2,Action,Action,but i did see the 8 that Monica spotted.
test,Lyn,49,Action,Orientation,Stative- Local Context,1,Stative- Local Context,Orientation,Then on Friday we got given the day off as it was carnival week
test,Lyn,49,Action,Action,Action,3,Action,Action,so we went to the bat caves.
test,Lyn,49,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,I think im safe in saying this was a highlight of Utila for the three of us.
test,Lyn,49,Action,Action,Action,3,Action,Action,"We climbed in the cave mid-afternoon to see them all hanging out, literally."
test,Lyn,49,Stative- Local Context,Stative- Local Context,Action,2,Stative- Local Context,Orientation,There was a snake in the ceiling
test,Lyn,49,Evaluation,Stative - Implied Action,Action,1,Action,Action,and a treachrous climb into the cave
test,Lyn,49,Evaluation,Stative- Local Context,Action,1,Action,Action,but Han and Claire (and me) braved to have the little critters fly round us in the caves.
test,Lyn,49,Action,Action,Action,3,Action,Action,"We then climbed up the tallest hill (theres only 2!) on the island,"
test,Lyn,49,Stative- Local Context,Stative- Local Context,Orientation,2,Stative- Local Context,Orientation,which was all of 70m high.
test,Lyn,49,Action,Stative- Local Context,Stative- Local Context,2,Stative- Local Context,Orientation,"We got a great view of the island from the top as we coild see the sea, the sun the jungle, amngroves and the town."
test,Lyn,49,Stative- Local Context,Stative- Local Context,Stative- Local Context,3,Stative- Local Context,Orientation,The whole island basically.
test,Lyn,49,Action,Action,Action,3,Action,Action,We passed the bat caves on the way back
test,Lyn,49,Action,Action,Action,3,Action,Action,so sat there
test,Lyn,49,Action,Action,Action,3,Action,Action,and watched them all flying out at dusk.
test,Lyn,49,Action,Action,Stative- Local Context,2,Action,Action,"Initally they were dribbling out a couple at a time,"
test,Lyn,49,Action,Action,Stative- Local Context,2,Action,Action,then as the sun went down then started flocking out.
test,Lyn,49,Action,Evaluation,Stative- Local Context,1,Action,Action,"A few were a little surprised to see us sat there, as they fell out of the caves and just flew stright at us."
test,Lyn,49,Stative- Local Context,Evaluation,Stative- Local Context,2,Stative- Local Context,Orientation,At us but not into us
test,Lyn,49,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,so seeing them emerging from the caves was better than being in the caves.
test,Lyn,49,Orientation,Orientation,Stative- Local Context,2,Orientation,Orientation,"This brings us to saturday, carnival parade day!"
test,Lyn,49,Action,Action,Action,3,Action,Action,In the morning we made our costumes.
test,Lyn,49,Action,Action,Action,3,Action,Action,"Han painted eye masks for her and Claire,"
test,Lyn,49,Action,Action,Action,3,Action,Action,whislt I made alpha male iguana spikes to attach to my back out of a huge palm leaf.
test,Lyn,49,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,The picutes speak for themselves
test,Lyn,49,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,but it just looked like i«d tied a palm leaf to my back.
test,Lyn,49,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,You know if tell a joke and have to explain it that its not good.
test,Lyn,49,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,well i wold say the same is true for costumes.
test,Lyn,49,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,Enough said.
test,Lyn,49,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,Nort just for the costumes but from me.
test,Lyn,49,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,we«d be here all night otherwise.
test,Lyn,49,Not Story,Not Story,Not Story,3,Not Story,Not Story,ps Fern you can open our parcel becuase it has some things in there for various people.
test,Lyn,49,Action,Orientation,Stative- Local Context,1,Orientation,Orientation,Claire: On Sunday we got ourselves ready to leave Utila so didnt really get up to much.
test,Lyn,49,Action,Stative- Local Context,Stative- Local Context,2,Stative- Local Context,Orientation,Monday morning we were on the ferry at 6:20am
test,Lyn,49,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,and thankfully the crossing was a lot smoother than the first time round.
test,Lyn,49,Action,Not Story,Stative- Local Context,1,Not Story,Not Story,Aha Michael Jackson's jut come on in the internet cafe we're in.
test,Lyn,49,Action,Stative- Local Context,Orientation,1,Action,Action,So we left the Iguana Station 2 weeks earlier than planned.
test,Lyn,49,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,It was a really fun and interesting experience
test,Lyn,49,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,but we were itching to get on with our travels
test,Lyn,49,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,and had kind of had enugh of being surrounded by white people with ginger dreadlocks.
test,Lyn,49,Action,Stative - Implied Action,Action,2,Action,Action,We got to La Ceiba mid morning
test,Lyn,49,Action,Action,Action,3,Action,Action,and checked into a little hostel run by a Dutch family who spoke no English.
